fixation_id,experiment,fixation_order_number,duration,duration_clipped,source_file_line,source_file_col,token,line_text,match_type,bbox_x1,bbox_y1,bbox_x2,bbox_y2,center_x,center_y
8302af6e-d2d8-4c89-ad53-ed572e6f36db,18,77,445.0,445.0,21,5,public, public class XelatexRunner extends LatexRunner {,matched,99.2,20,154.39999999999998,40,126.79999999999998,30.0
63836f1f-e3f4-4d1d-b314-d1eedb06fe1d,18,17,616.0,616.0,21,12,class, public class XelatexRunner extends LatexRunner {,matched,163.6,20,209.6,40,186.6,30.0
aa883df2-598e-49ac-a237-c6a79d868dbf,18,2,144.0,144.0,21,14,WHITESPACE, public class XelatexRunner extends LatexRunner {,approx_whitespace,531.5999999999999,20,540.8,40,536.1999999999999,30.0
28e801e8-94cc-44a4-8ee1-ba51e1500c94,18,80,1178.0,1178.0,21,17,XelatexRunner, public class XelatexRunner extends LatexRunner {,matched,218.79999999999998,20,338.4,40,278.59999999999997,30.0
3b908996-9942-4cc3-b4fd-c36c36b62fc5,18,15,2685.0,2685.0,21,18,XelatexRunner, public class XelatexRunner extends LatexRunner {,matched,218.79999999999998,20,338.4,40,278.59999999999997,30.0
fe0724fd-dd03-4f65-a9c9-91eb57ef9722,18,78,85.0,85.0,21,18,XelatexRunner, public class XelatexRunner extends LatexRunner {,matched,218.79999999999998,20,338.4,40,278.59999999999997,30.0
a3e7cd1e-52af-43ad-b721-bcbc5906e601,18,79,162.0,162.0,21,31,extends, public class XelatexRunner extends LatexRunner {,matched,347.59999999999997,20,412.0,40,379.79999999999995,30.0
4f12d272-41aa-496d-beb1-9580f5e96bbf,18,16,578.0,578.0,21,37,LatexRunner, public class XelatexRunner extends LatexRunner {,matched,237.2,20,338.4,40,287.79999999999995,30.0
cd1d9c8c-38a0-4a79-aae4-61ba8d27d469,18,18,374.0,374.0,21,40,LatexRunner, public class XelatexRunner extends LatexRunner {,matched,237.2,20,338.4,40,287.79999999999995,30.0
ff58b01a-b04a-4c0e-86ff-ab1d452f77e5,18,3,367.0,367.0,21,41,LatexRunner, public class XelatexRunner extends LatexRunner {,matched,421.2,20,522.4,40,471.79999999999995,30.0
